Datum;Auftrag #;Transaktionen;Symbol;Name;ISIN;Anzahl;Stückpreis;Kosten;Aufgelaufene Zinsen;Nettobetrag;Währung Nettobetrag;Nettobetrag in der Währung des Kontos;Saldo;Währung
31-12-2020 12:55:04;00000000;Depotgebühren;;;;1.0;50.00;3.85;0.00;-53.85;CHF;-53.85;4'014.83;CHF
28-12-2020 12:33:35;00000000;Option Premium;RMAGQV;RMAGQV VON C 07-21 -Z;CH0553374957;1.0;68.68;0.00;0.00;68.68;CHF;68.68;4'068.68;CHF
28-12-2020 11:18:11;00000000;Rückzahlung;RMAGQV;RMAGQV VON C 07-21 -Z;CH0553374957;-4000.0;100.00 %;0.00;0.00;-;CHF;-;0.00;CHF
28-12-2020 11:18:11;00000000;Rückzahlung;RMAGQV;RMAGQV VON C 07-21 -Z;CH0553374957;1.0;4'000.00;0.00;0.00;4'000.00;CHF;4'000.00;4'000.00;CHF
16-12-2020 17:32:53;00000000;Dividende;RDSA;ROYAL DUTCH SHELL CL A ORD;GB00B03MLX29;1.0;83.16;12.47;0.00;70.69;EUR;70.69;139.69;EUR
14-12-2020 22:16:48;00000000;Fx-Gutschrift Comp.;;;;1.0;9'923.87;0.00;0.00;9'923.87;CHF;9'923.87;0.00;CHF
14-12-2020 22:16:48;00000000;Fx-Belastung Comp.;;;;1.0;11'297.74;0.00;0.00;-11'297.74;USD;-11'297.74;6'959.79;USD
14-12-2020 09:01:03;78814390;Kauf;ARYN;ARYZTA N;CH0043238366;428.0;0.6635;0.20;0.00;-284.20;CHF;-284.20;-9'923.87;CHF
14-12-2020 09:01:03;78814390;Kauf;ARYN;ARYZTA N;CH0043238366;1573.0;0.6635;0.90;0.00;-1'044.55;CHF;-1'044.55;-9'639.67;CHF
14-12-2020 09:01:03;78814390;Kauf;ARYN;ARYZTA N;CH0043238366;9255.0;0.6635;4.75;0.00;-6'145.45;CHF;-6'145.45;-8'595.12;CHF
14-12-2020 09:01:02;78814390;Kauf;ARYN;ARYZTA N;CH0043238366;1502.0;0.6635;10.75;0.00;-1'007.35;CHF;-1'007.35;-2'449.67;CHF
14-12-2020 09:01:02;78814390;Kauf;ARYN;ARYZTA N;CH0043238366;2242.0;0.6635;23.45;0.00;-1'511.00;CHF;-1'511.00;-1'442.32;CHF
08-12-2020 16:36:49;00000000;Wertlose Ausbuchung;ITM PWR SUB;ITM POWER SUB.SHS;GB00BMF7GD44;-6.0;0;0.00;0.00;-;EUR;-;0.00;EUR
07-12-2020 17:37:19;00000000;Option Premium;MAGLTQ;MAGLTQ LEONGUE C 08/21;CH0522707550;1.0;326.50;0.00;0.00;326.50;USD;326.50;18'257.53;USD
07-12-2020 17:37:15;00000000;Coupon;MAGLTQ;MAGLTQ LEONGUE C 08/21;CH0522707550;1.0;28.50;0.00;0.00;28.50;USD;28.50;17'931.03;USD
07-12-2020 11:37:40;00000000;Rückzahlung;MAGLTQ;MAGLTQ LEONGUE C 08/21;CH0522707550;-10000.0;100.00 %;0.00;0.00;-;USD;-;0.00;USD
07-12-2020 11:37:40;00000000;Rückzahlung;MAGLTQ;MAGLTQ LEONGUE C 08/21;CH0522707550;1.0;10'000.00;0.00;0.00;10'000.00;USD;10'000.00;17'902.53;USD
05-12-2020 16:59:07;00000000;Interne Titelumbuchung;LONN;LONZA N;CH0013841017;22.0;0;0.00;0.00;-;CHF;-;0.00;CHF
05-12-2020 16:59:07;00000000;Interne Titelumbuchung;LONN;LONZA N;CH0013841017;-22.0;0;0.00;0.00;-;CHF;-;0.00;CHF
05-12-2020 15:29:48;00000000;Interne Titelumbuchung;NESN;NESTLE N;CH0038863350;75.0;0;0.00;0.00;-;CHF;-;0.00;CHF
05-12-2020 15:29:48;00000000;Interne Titelumbuchung;NESN;NESTLE N;CH0038863350;-75.0;0;0.00;0.00;-;CHF;-;0.00;CHF
05-12-2020 12:25:55;00000000;Interne Titelumbuchung;SLHN;SWISS LIFE HOLDING AG N;CH0014852781;30.0;0;0.00;0.00;-;CHF;-;0.00;CHF
05-12-2020 12:25:55;00000000;Interne Titelumbuchung;SLHN;SWISS LIFE HOLDING AG N;CH0014852781;-30.0;0;0.00;0.00;-;CHF;-;0.00;CHF
05-12-2020 11:01:45;00000000;Interne Titelumbuchung;SREN;SWISS RE N;CH0126881561;150.0;0;0.00;0.00;-;CHF;-;0.00;CHF
05-12-2020 11:01:45;00000000;Interne Titelumbuchung;SREN;SWISS RE N;CH0126881561;-150.0;0;0.00;0.00;-;CHF;-;0.00;CHF
01-12-2020 13:44:46;00000000;Dividende;INTC;INTEL ORD;US4581401001;1.0;66.00;19.80;0.00;46.20;USD;46.20;7'902.53;USD
26-11-2020 14:19:18;00000000;Option Premium;RMAGQV;RMAGQV VON C 07-21 -Z;CH0553374957;1.0;68.68;0.00;0.00;68.68;CHF;68.68;68.68;CHF
16-11-2020 15:31:28;77580582;Verkauf;ZNH;CHINA SOUTH AIRL ADR REP 50 CL;US1694091091;250.0;31.00;42.65;0.00;7'707.35;USD;7'707.35;7'856.33;USD
12-11-2020 22:16:31;00000000;Fx-Gutschrift Comp.;;;;1.0;186.80;0.00;0.00;186.80;CHF;186.80;0.00;CHF
12-11-2020 22:16:31;00000000;Fx-Belastung Comp.;;;;1.0;206.02;0.00;0.00;-206.02;USD;-206.02;148.98;USD
12-11-2020 16:51:27;77582256;Kauf;BCHN;BURCKHARDT N;CH0025536027;14.0;287.00;3.00;0.00;-4'021.00;CHF;-4'021.00;-186.80;CHF
12-11-2020 16:51:26;77582256;Kauf;BCHN;BURCKHARDT N;CH0025536027;6.0;287.00;11.30;0.00;-1'733.30;CHF;-1'733.30;3'834.20;CHF
12-11-2020 16:51:26;77582256;Kauf;BCHN;BURCKHARDT N;CH0025536027;4.0;287.00;23.20;0.00;-1'171.20;CHF;-1'171.20;5'567.50;CHF
30-10-2020 17:06:07;00000000;Ausgabe von Anrechten;ITM PWR SUB;ITM POWER SUB.SHS;GB00BMF7GD44;6.0;0;0.00;0.00;-;EUR;-;0.00;EUR
28-10-2020 09:16:21;76836312;Verkauf;OERL;OC OERLIKON N;CH0000816824;1000.0;6.39;37.15;0.00;6'352.85;CHF;6'352.85;6'738.70;CHF
20-10-2020 12:44:43;76655265;Kauf;RMAGQV;RMAGQV VON C 07-21 -Z;CH0553374957;4000.0;100.00 %;50.00;0.00;-4'050.00;CHF;-4'050.00;385.85;CHF
30-09-2020 12:29:31;00000000;Depotgebühren;;;;1.0;50.00;3.85;0.00;-53.85;CHF;-53.85;4'435.85;CHF
21-09-2020 16:25:56;00000000;Dividende;RDSA;ROYAL DUTCH SHELL CL A ORD;GB00B03MLX29;1.0;81.18;12.18;0.00;69.00;EUR;69.00;69.00;EUR
10-09-2020 16:26:49;00000000;Kapitalrückzahlung;HBMN;HBM N;CH0012627250;1.0;231.00;0.00;0.00;231.00;CHF;231.00;4'489.70;CHF
10-09-2020 07:02:10;00000000;Auszahlung;;;;1.0;15'000.00;2.00;0.00;-15'002.00;CHF;-15'002.00;4'258.70;CHF
08-09-2020 13:50:34;00000000;Coupon;MAGLTQ;MAGLTQ LEONGUE C 08/21;CH0522707550;1.0;28.50;0.00;0.00;28.50;USD;28.50;355.00;USD
08-09-2020 13:50:34;00000000;Option Premium;MAGLTQ;MAGLTQ LEONGUE C 08/21;CH0522707550;1.0;326.50;0.00;0.00;326.50;USD;326.50;326.50;USD
08-09-2020 09:26:28;75197545;Verkauf;SGKN;ST GALLER KB N;CH0011484067;25.0;420.00;64.75;0.00;10'435.25;CHF;10'435.25;19'260.70;CHF
10-08-2020 09:01:38;74238207;Verkauf;ROSE;ZUR ROSE GROUP N;CH0042615283;25.0;260.00;36.75;0.00;6'463.25;CHF;6'463.25;8'825.45;CHF
10-08-2020 09:01:03;74238199;Kauf;OERL;OC OERLIKON N;CH0000816824;46.0;8.145;0.25;0.00;-374.90;CHF;-374.90;2'362.20;CHF
10-08-2020 09:01:03;74238199;Kauf;OERL;OC OERLIKON N;CH0000816824;954.0;8.145;38.30;0.00;-7'808.65;CHF;-7'808.65;2'737.10;CHF
10-08-2020 09:01:02;74238205;Kauf;HBMN;HBM N;CH0012627250;19.0;287.00;4.25;0.00;-5'457.25;CHF;-5'457.25;10'545.75;CHF
10-08-2020 09:01:02;74238205;Kauf;HBMN;HBM N;CH0012627250;11.0;287.00;34.70;0.00;-3'191.70;CHF;-3'191.70;16'003.00;CHF
10-08-2020 03:20:14;74204076;Berichtigung Börsengeb.;9988;BABA-SW ORD;KYG017191142;1.0;-6.30;0.00;0.00;-53.51;HKD;-6.30;19'194.70;CHF
10-08-2020 03:20:02;74204076;Kauf;9988;BABA-SW ORD;KYG017191142;200.0;244.80;1'174.29;0.00;-50'134.29;HKD;-5'992.05;19'201.00;CHF
07-08-2020 22:17:35;00000000;Fx-Gutschrift Comp.;;;;1.0;15'626.82;0.00;0.00;15'626.82;USD;15'626.82;0.00;USD
07-08-2020 22:17:35;00000000;Fx-Belastung Comp.;;;;1.0;14'403.72;0.00;0.00;-14'403.72;CHF;-14'403.72;25'193.05;CHF
07-08-2020 15:30:57;74204404;Kauf;ZNH;CHINA SOUTH AIRL ADR REP 50 CL;US1694091091;250.0;23.35;38.76;0.00;-5'876.26;USD;-5'876.26;-15'626.82;USD
07-08-2020 15:30:34;74197729;Kauf;INTC;INTEL ORD;US4581401001;200.0;48.53;44.56;0.00;-9'750.56;USD;-9'750.56;-9'750.56;USD
05-08-2020 12:05:33;00000000;Vergütung;;;;1.0;35'000.00;0.00;0.00;35'000.00;CHF;35'000.00;39'596.77;CHF
04-08-2020 17:13:16;74093620;Kauf;SREN;SWISS RE N;CH0126881561;150.0;71.60;64.90;0.00;-10'804.90;CHF;-10'804.90;4'596.77;CHF
03-08-2020 16:59:12;74053758;Verkauf;INA;INA INVEST N;CH0524026959;72.0;18.60;22.85;0.00;1'316.35;CHF;1'316.35;15'401.67;CHF
27-07-2020 13:59:18;73849789;Verkauf;LHN;LAFARGEHOLCIM N;CH0012214059;104.0;44.36;35.80;0.00;4'577.65;CHF;4'577.65;14'085.32;CHF
24-07-2020 17:40:04;00000000;Kapitalrückzahlung;SLHN;SWISS LIFE HOLDING AG N;CH0014852781;1.0;150.00;0.00;0.00;150.00;CHF;150.00;9'507.67;CHF
23-07-2020 12:10:18;73749356;Verkauf;IMPN;IMPLENIA N;CH0023868554;99.0;42.50;3.15;0.00;4'204.35;CHF;4'204.35;9'357.67;CHF
23-07-2020 12:08:00;73749356;Verkauf;IMPN;IMPLENIA N;CH0023868554;1.0;42.50;0.05;0.00;42.45;CHF;42.45;5'153.32;CHF
23-07-2020 12:02:07;73749356;Verkauf;IMPN;IMPLENIA N;CH0023868554;1.0;42.50;0.05;0.00;42.45;CHF;42.45;5'110.87;CHF
23-07-2020 12:00:33;73749356;Verkauf;IMPN;IMPLENIA N;CH0023868554;49.0;42.50;33.40;0.00;2'049.10;CHF;2'049.10;5'068.42;CHF
21-07-2020 11:56:09;73671420;Kauf;UHRN;SWATCH GROUP N;CH0012255144;68.0;38.76;2.00;0.00;-2'637.70;CHF;-2'637.70;3'019.32;CHF
21-07-2020 11:56:09;73671420;Kauf;UHRN;SWATCH GROUP N;CH0012255144;6.0;38.74;0.20;0.00;-232.65;CHF;-232.65;5'657.02;CHF
21-07-2020 11:56:09;73671420;Kauf;UHRN;SWATCH GROUP N;CH0012255144;175.0;38.74;26.05;0.00;-6'805.55;CHF;-6'805.55;5'889.67;CHF
21-07-2020 11:56:09;73671420;Kauf;UHRN;SWATCH GROUP N;CH0012255144;1.0;38.72;11.40;0.00;-50.10;CHF;-50.10;12'695.22;CHF
21-07-2020 11:51:39;73671271;Verkauf;ALSN;ALSO N;CH0024590272;15.0;249.00;2.80;0.00;3'732.20;CHF;3'732.20;12'745.32;CHF
21-07-2020 11:51:38;73671271;Verkauf;ALSN;ALSO N;CH0024590272;15.0;249.00;35.15;0.00;3'699.85;CHF;3'699.85;9'013.12;CHF
15-07-2020 22:17:00;00000000;Fx-Gutschrift Comp.;;;;1.0;4'861.20;0.00;0.00;4'861.20;EUR;4'861.20;0.00;EUR
15-07-2020 22:17:00;00000000;Fx-Belastung Comp.;;;;1.0;5'291.31;0.00;0.00;-5'291.31;CHF;-5'291.31;5'313.27;CHF
15-07-2020 10:58:55;73509132;Kauf;AMD;ADVANCED MICRO DEVICES ORD;US0079031078;100.0;48.20;41.20;0.00;-4'861.20;EUR;-4'861.20;-4'861.20;EUR
14-07-2020 11:35:18;73467953;Kauf;SRAIL;STADLER RAIL N;CH0002178181;50.0;37.96;1.40;0.00;-1'899.40;CHF;-1'899.40;10'604.58;CHF
14-07-2020 11:35:17;73467953;Kauf;SRAIL;STADLER RAIL N;CH0002178181;200.0;37.96;38.05;0.00;-7'630.05;CHF;-7'630.05;12'503.98;CHF
13-07-2020 16:07:17;73148937;Verkauf;ROSE;ZUR ROSE GROUP N;CH0042615283;30.0;300.00;38.60;0.00;8'961.40;CHF;8'961.40;20'134.03;CHF
30-06-2020 11:36:24;00000000;Depotgebühren;;;;1.0;29.71;2.29;0.00;-32.00;CHF;-32.00;11'172.63;CHF
17-06-2020 14:58:53;00000000;Kapitalerhöhung;INA;INA INVEST N;CH0524026959;42.0;22.42;0.00;0.00;-;CHF;-;0.00;CHF
17-06-2020 14:58:53;00000000;Kapitalerhöhung;INA INV SR 0620;INA INVEST HLDG SUB RIGHTS FOR SHS 2020-10.06.20;CH0545163203;-150.0;0;0.00;0.00;-;CHF;-;0.00;CHF
17-06-2020 14:58:53;00000000;Kapitalerhöhung;;;;1.0;-941.64;0.00;0.00;-941.64;CHF;-941.64;11'204.63;CHF
17-06-2020 12:56:11;00000000;Spin off;INA;INA INVEST N;CH0524026959;30.0;22.20;0.00;0.00;-;CHF;-;0.00;CHF
10-06-2020 10:16:14;00000000;Dividende;TKBP;THURGAUER KB PS;CH0231351104;1.0;140.00;49.00;0.00;91.00;CHF;91.00;12'146.27;CHF
09-06-2020 22:16:34;00000000;Fx-Gutschrift Comp.;;;;1.0;9'764.18;0.00;0.00;9'764.18;USD;9'764.18;0.00;USD
09-06-2020 22:16:34;00000000;Fx-Belastung Comp.;;;;1.0;9'371.84;0.00;0.00;-9'371.84;CHF;-9'371.84;12'055.27;CHF
09-06-2020 13:31:26;72294646;Kauf;MAGLTQ;MAGLTQ LEONGUE C 08/21;CH0522707550;10000.0;97.16 %;48.57;0.00;-9'764.57;USD;-9'764.57;-9'764.18;USD
08-06-2020 22:16:56;00000000;Fx-Gutschrift Comp.;;;;1.0;4'044.98;0.00;0.00;4'044.98;EUR;4'044.98;0.00;EUR
08-06-2020 22:16:56;00000000;Fx-Belastung Comp.;;;;1.0;4'414.80;0.00;0.00;-4'414.80;CHF;-4'414.80;21'427.11;CHF
08-06-2020 12:49:50;72232071;Kauf;SGKN;ST GALLER KB N;CH0011484067;25.0;444.50;65.80;0.00;-11'178.30;CHF;-11'178.30;25'841.91;CHF
08-06-2020 10:03:18;71871364;Verkauf;CSGN;CS GROUP N;CH0012138530;1200.0;10.50;66.30;0.00;12'533.70;CHF;12'533.70;37'020.21;CHF
08-06-2020 08:03:33;72205283;Kauf;IJ8;ITM POWER ORD;GB00B0130H42;1000.0;4.005;39.98;0.00;-4'044.98;EUR;-4'044.98;-4'044.98;EUR
04-06-2020 22:16:38;00000000;Fx-Gutschrift Comp.;;;;1.0;9'495.83;0.00;0.00;9'495.83;EUR;9'495.83;0.00;EUR
04-06-2020 22:16:38;00000000;Fx-Belastung Comp.;;;;1.0;10'385.57;0.00;0.00;-10'385.57;CHF;-10'385.57;24'486.51;CHF
04-06-2020 09:02:17;72086247;Berichtigung Börsengeb.;OD7F;WISDOMTREE WTI CRUDE OIL ETC;DE000A0KRJX4;1.0;0.48;0.00;0.00;0.48;EUR;0.48;-9'495.83;EUR
04-06-2020 09:02:16;72086247;Kauf;OD7F;WISDOMTREE WTI CRUDE OIL ETC;DE000A0KRJX4;3000.0;3.152;40.31;0.00;-9'496.31;EUR;-9'496.31;-9'496.31;EUR
03-06-2020 08:38:36;00000000;Ausgabe von Anrechten;INA INV SR 0620;INA INVEST HLDG SUB RIGHTS FOR SHS 2020-10.06.20;CH0545163203;150.0;0;0.00;0.00;-;CHF;-;0.00;CHF
25-05-2020 09:54:00;71665707;Verkauf;SGKN;ST GALLER KB N;CH0011484067;3.0;408.50;0.90;0.00;1'224.60;CHF;1'224.60;34'872.08;CHF
25-05-2020 09:54:00;71665707;Verkauf;SGKN;ST GALLER KB N;CH0011484067;7.0;408.50;34.50;0.00;2'825.00;CHF;2'825.00;33'647.48;CHF
25-05-2020 09:52:15;71665420;Kauf;CSGN;CS GROUP N;CH0012138530;1200.0;8.064;39.75;0.00;-9'716.55;CHF;-9'716.55;30'822.48;CHF
20-05-2020 17:40:14;00000000;Capital Gain;LHN;LAFARGEHOLCIM N;CH0012214059;1.0;208.00;0.00;0.00;208.00;CHF;208.00;40'539.03;CHF
19-05-2020 09:09:11;71514575;Kauf;SLHN;SWISS LIFE HOLDING AG N;CH0014852781;30.0;325.00;39.15;0.00;-9'789.15;CHF;-9'789.15;40'331.03;CHF
19-05-2020 09:01:37;71514818;Kauf;ZGLD;ZKB GOLD ETF;CH0139101593;19.0;510.70;8.30;0.00;-9'711.60;CHF;-9'711.60;50'120.18;CHF
19-05-2020 09:01:35;71514818;Kauf;ZGLD;ZKB GOLD ETF;CH0139101593;1.0;510.70;12.25;0.00;-522.95;CHF;-522.95;59'831.78;CHF
19-05-2020 09:01:28;71514933;Kauf;LONN;LONZA N;CH0013841017;22.0;466.30;65.30;0.00;-10'323.90;CHF;-10'323.90;60'354.73;CHF
19-05-2020 09:01:22;71514953;Kauf;HELN;HELVETIA HOLDING N;CH0466642201;9.0;83.05;25.65;0.00;-773.10;CHF;-773.10;70'678.63;CHF
19-05-2020 09:01:22;71514953;Kauf;HELN;HELVETIA HOLDING N;CH0466642201;24.0;83.05;1.65;0.00;-1'994.85;CHF;-1'994.85;71'451.73;CHF
19-05-2020 09:01:22;71514953;Kauf;HELN;HELVETIA HOLDING N;CH0466642201;16.0;83.05;1.05;0.00;-1'329.85;CHF;-1'329.85;73'446.58;CHF
19-05-2020 09:01:21;71514953;Kauf;HELN;HELVETIA HOLDING N;CH0466642201;76.0;83.05;37.10;0.00;-6'348.90;CHF;-6'348.90;74'776.43;CHF
19-05-2020 09:01:20;71514622;Kauf;ROSE;ZUR ROSE GROUP N;CH0042615283;55.0;172.40;39.65;0.00;-9'521.65;CHF;-9'521.65;81'125.33;CHF
19-05-2020 09:00:10;71514904;Kauf;RDSA;ROYAL DUTCH SHELL CL A ORD;GB00B03MLX29;600.0;13.466;83.37;0.00;-8'162.94;GBP;-9'815.90;90'646.98;CHF
18-05-2020 08:06:23;00000000;Vergütung;;;;1.0;100'000.00;0.00;0.00;100'000.00;CHF;100'000.00;100'462.88;CHF
05-05-2020 12:14:56;00000000;Dividende;SGKN;ST GALLER KB N;CH0011484067;1.0;160.00;56.00;0.00;104.00;CHF;104.00;462.88;CHF
30-04-2020 10:59:40;00000000;Dividende;SNBN;SNB N;CH0001319265;1.0;30.00;10.50;0.00;19.50;CHF;19.50;358.88;CHF
29-04-2020 21:04:35;00000000;Dividende;NESN;NESTLE N;CH0038863350;1.0;202.50;70.88;0.00;131.62;CHF;131.62;339.38;CHF
02-04-2020 11:36:58;00000000;Storno (Dividende);IMPN;IMPLENIA N;CH0023868554;1.0;112.50;39.38;0.00;-73.12;CHF;-73.12;207.76;CHF
02-04-2020 11:29:29;00000000;Dividende (Storniert);IMPN;IMPLENIA N;CH0023868554;1.0;112.50;39.38;0.00;73.12;CHF;73.12;280.88;CHF
01-04-2020 16:58:35;00000000;Dividende;IMPN;IMPLENIA N;CH0023868554;1.0;112.50;39.38;0.00;73.12;CHF;73.12;207.76;CHF
31-03-2020 15:42:23;00000000;Depotgebühren;;;;1.0;28.09;2.16;0.00;-30.25;CHF;-30.25;134.64;CHF
30-03-2020 10:50:01;00000000;Capital Gain;ALSN;ALSO N;CH0024590272;1.0;97.50;0.00;0.00;97.50;CHF;97.50;164.89;CHF
30-01-2020 18:14:55;00000000;Auszahlung;;;;1.0;100.00;0.00;0.00;-100.00;CHF;-100.00;67.39;CHF
01-01-2020 11:37:05;00000000;Zins;;;;1.0;0.39;0.00;0.00;0.39;USD;0.39;0.39;USD
31-12-2019 11:54:32;00000000;Depotgebühren;;;;1.0;27.87;2.15;0.00;-30.02;CHF;-30.02;167.39;CHF
17-12-2019 09:01:04;66768935;Kauf;ALSN;ALSO N;CH0024590272;30.0;166.00;36.10;0.00;-5'016.10;CHF;-5'016.10;197.41;CHF
29-11-2019 22:16:06;00000000;Fx-Gutschrift Comp.;;;;1.0;9'622.18;0.00;0.00;9'622.18;USD;9'622.18;0.00;USD
29-11-2019 22:16:06;00000000;Fx-Belastung Comp.;;;;1.0;9'712.90;0.00;0.00;-9'712.90;CHF;-9'712.90;5'213.51;CHF
29-11-2019 18:16:20;66381395;Kauf;Res-GlobaMicrAD;RESPONSABILITY GLOBAL MICROFINANCE FUND B;LU0180189770;60.0;167.67;24.09;0.00;-10'084.29;USD;-10'084.29;-9'622.18;USD
22-11-2019 16:24:36;66382508;Kauf;IMPN;IMPLENIA N;CH0023868554;150.0;40.24;36.90;0.00;-6'072.90;CHF;-6'072.90;14'926.41;CHF
22-11-2019 15:56:24;66381430;Verkauf;EMSN;EMS-CHEMIE N;CH0016440353;1.0;619.00;0.45;0.00;618.55;CHF;618.55;20'999.31;CHF
22-11-2019 15:56:24;66381430;Verkauf;EMSN;EMS-CHEMIE N;CH0016440353;4.0;619.00;11.85;0.00;2'464.15;CHF;2'464.15;20'380.76;CHF
22-11-2019 15:56:24;66381430;Verkauf;EMSN;EMS-CHEMIE N;CH0016440353;1.0;619.00;0.50;0.00;618.50;CHF;618.50;17'916.61;CHF
22-11-2019 15:56:24;66381430;Verkauf;EMSN;EMS-CHEMIE N;CH0016440353;1.0;619.00;22.80;0.00;596.20;CHF;596.20;17'298.11;CHF
22-11-2019 15:55:46;66381410;Verkauf;BELL;BELL FOOD GROUP N;CH0315966322;25.0;274.00;37.50;0.00;6'812.50;CHF;6'812.50;16'701.91;CHF
22-11-2019 15:48:37;66381134;Verkauf;GLDV;SPDR S&P Global Div. Arist.;IE00B9CQXS71;150.0;34.17;40.80;0.00;5'084.70;CHF;5'084.70;9'889.41;CHF
13-11-2019 09:01:57;66238345;Verkauf;PGHN;PARTNERS GROUP N;CH0024608827;6.0;796.20;35.95;0.00;4'741.25;CHF;4'741.25;4'804.71;CHF
08-11-2019 14:46:26;00000000;Dividende;GLDV;SPDR S&P Global Div. Arist.;IE00B9CQXS71;1.0;43.74;0.00;0.00;43.74;USD;43.74;462.11;USD
30-09-2019 11:07:33;00000000;Depotgebühren;;;;1.0;27.22;2.10;0.00;-29.32;CHF;-29.32;63.46;CHF
15-08-2019 10:16:41;00000000;Dividende;GLDV;SPDR S&P Global Div. Arist.;IE00B9CQXS71;1.0;70.38;0.00;0.00;70.38;USD;70.38;418.37;USD
13-08-2019 16:32:59;00000000;Dividende;EMSN;EMS-CHEMIE N;CH0016440353;1.0;138.25;48.39;0.00;89.86;CHF;89.86;92.78;CHF
12-08-2019 09:01:55;64810849;Kauf;PGHN;PARTNERS GROUP N;CH0024608827;1.0;796.00;0.60;0.00;-796.60;CHF;-796.60;2.92;CHF
12-08-2019 09:01:55;64810849;Kauf;PGHN;PARTNERS GROUP N;CH0024608827;5.0;796.00;35.35;0.00;-4'015.35;CHF;-4'015.35;799.52;CHF
02-07-2019 14:30:58;00000000;Rückzahlung;LHN;LAFARGEHOLCIM N;CH0012214059;-0.4356;45.090032;0.00;0.00;-;CHF;-;0.00;CHF
02-07-2019 14:30:58;00000000;Rückzahlung;LHN;LAFARGEHOLCIM N;CH0012214059;1.0;19.64;0.00;0.00;19.64;CHF;19.64;4'814.87;CHF
02-07-2019 10:19:04;00000000;Wertlose Ausbuchung;LAFARGE ER 19;LAFARGEHOLCIM-ELECTION RIGHT 2019-3 1.05.19;CH0465781083;-100.0;0;0.00;0.00;-;CHF;-;0.00;CHF
28-06-2019 13:57:29;00000000;Depotgebühren;;;;1.0;27.27;2.10;0.00;-29.37;CHF;-29.37;4'795.23;CHF
26-06-2019 14:31:58;00000000;Stockdividende;LHN;LAFARGEHOLCIM N;CH0012214059;4.4356;0;0.00;0.00;-;CHF;-;0.00;CHF
17-06-2019 11:25:50;00000000;Dividende;TKBP;THURGAUER KB PS;CH0231351104;1.0;140.00;49.00;0.00;91.00;CHF;91.00;4'824.60;CHF
12-06-2019 15:58:24;00000000;Wertlose Ausbuchung;ST.GALL SR 19;ST.GALLER KB - SUBSCRIPTION RIGHTS 2019-23.05.19;CH0469129917;-10.0;0;0.00;0.00;-;CHF;-;0.00;CHF
23-05-2019 17:30:09;63602695;Kauf;SNBN;SNB N;CH0001319265;1.0;5'240.00;29.70;0.00;-5'269.70;CHF;-5'269.70;4'733.60;CHF
23-05-2019 17:01:44;63602695;Kauf;SNBN;SNB N;CH0001319265;1.0;5'250.00;35.80;0.00;-5'285.80;CHF;-5'285.80;10'003.30;CHF
20-05-2019 09:20:44;00000000;Ausgabe von Anrechten;LAFARGE ER 19;LAFARGEHOLCIM-ELECTION RIGHT 2019-3 1.05.19;CH0465781083;100.0;0;0.00;0.00;-;CHF;-;0.00;CHF
16-05-2019 15:48:19;63539314;Verkauf;SMICHA;UBSETF SMI CHF DIS;CH0017142719;80.0;99.00;18.50;0.00;7'901.50;CHF;7'901.50;15'289.10;CHF
16-05-2019 09:55:35;63338081;Verkauf;NESN;NESTLE N;CH0038863350;75.0;99.00;37.40;0.00;7'387.60;CHF;7'387.60;7'387.60;CHF
15-05-2019 09:36:05;00000000;Ausgabe von Anrechten;ST.GALL SR 19;ST.GALLER KB - SUBSCRIPTION RIGHTS 2019-23.05.19;CH0469129917;10.0;0;0.00;0.00;-;CHF;-;0.00;CHF
14-05-2019 08:46:18;00000000;Dividende;GLDV;SPDR S&P Global Div. Arist.;IE00B9CQXS71;1.0;38.22;0.00;0.00;38.22;USD;38.22;347.99;USD
03-05-2019 22:15:58;00000000;Fx-Gutschrift Comp.;;;;1.0;6'853.30;0.00;0.00;6'853.30;CHF;6'853.30;0.00;CHF
03-05-2019 22:15:58;00000000;Fx-Belastung Comp.;;;;1.0;6'803.00;0.00;0.00;-6'803.00;USD;-6'803.00;309.77;USD
03-05-2019 16:46:27;63338285;Kauf;BELL;BELL FOOD GROUP N;CH0315966322;25.0;291.00;37.30;0.00;-7'312.30;CHF;-7'312.30;-6'853.30;CHF
26-04-2019 10:57:36;00000000;Dividende;SGKN;ST GALLER KB N;CH0011484067;1.0;160.00;56.00;0.00;104.00;CHF;104.00;459.00;CHF
15-04-2019 17:00:13;00000000;Dividende;NESN;NESTLE N;CH0038863350;1.0;367.50;128.63;0.00;238.87;CHF;238.87;355.00;CHF
15-04-2019 15:43:58;00000000;Dividende;SMICHA;UBSETF SMI CHF DIS;CH0017142719;1.0;35.20;12.32;0.00;22.88;CHF;22.88;116.13;CHF
11-04-2019 15:49:20;63047966;Verkauf;PRNT;3D PRINTING ETF;US00214Q5009;300.0;22.66;40.29;0.00;6'757.71;USD;6'757.71;7'112.77;USD
08-04-2019 09:08:58;62959221;Kauf;EMSN;EMS-CHEMIE N;CH0016440353;7.0;585.00;34.90;0.00;-4'129.90;CHF;-4'129.90;93.25;CHF
04-04-2019 17:53:29;62922555;Verkauf;PRECIOUS WOODS;PRECIOUS WOODS HLDG - REG.SHS;CH0013283368;210.0;7.65;101.20;0.00;1'505.30;CHF;1'505.30;4'223.15;CHF
