Datum;Auftrag #;Transaktionen;Symbol;Name;ISIN;Anzahl;Stückpreis;Kosten;Aufgelaufene Zinsen;Nettobetrag;Währung Nettobetrag;Nettobetrag in der Währung des Kontos;Saldo;Währung
01-01-2009 11:30:27;00000000;Zins;;;;1.0;0.24;0.00;0.00;0.24;EUR;0.24;0.24;EUR
01-01-2009 11:30:27;00000000;Zins;;;;1.0;2.76;0.00;0.00;2.76;USD;2.76;532.53;USD
01-01-2009 11:30:27;00000000;Zins;;;;1.0;0.90;0.00;0.00;0.90;CHF;0.90;5'350.72;CHF
29-12-2008 17:39:33;00000000;Depotgebühren;;;;1.0;29.33;0.00;0.00;-29.33;CHF;-29.33;5'349.82;CHF
11-12-2008 15:20:41;00000000;Dividende;WYN;WYNDHAM DESTINATIONS ORD;US98310W1080;1.0;5.60;0.00;0.00;5.60;USD;5.60;529.77;USD
10-12-2008 14:55:45;00000000;Dividende;UBS-CHEqFdEne;UBS (CH) Equity Fund - Energy P;CH0000584505;1.0;68.90;0.00;0.00;68.90;USD;68.90;524.17;USD
07-11-2008 14:00:38;16252764;Fx-Gutschrift Comp.;;;;1.0;3'233.36;0.00;0.00;3'233.36;EUR;3'233.36;0.00;EUR
07-11-2008 14:00:38;16252764;Fx-Belastung Comp.;;;;1.0;4'870.75;0.00;0.00;-4'870.75;CHF;-4'870.75;5'379.15;CHF
07-11-2008 10:09:09;16200502;Kauf;SIA-LTIFCls(SIA;LTIF Classic - CHF class;LU0301246772;20.0;235.97;30.70;0.00;-4'750.10;CHF;-4'750.10;10'249.90;CHF
05-11-2008 09:06:01;16200446;Kauf;INR;LYXOR MSCI INDIA ETF;FR0010361683;500.0;6.65;40.84;0.00;-3'365.84;EUR;-3'365.84;-3'233.36;EUR
04-11-2008 08:00:28;00000000;Vergütung;;;;1.0;15'000.00;0.00;0.00;15'000.00;CHF;15'000.00;15'000.00;CHF
09-10-2008 14:00:36;15751825;Fx-Gutschrift Comp.;;;;1.0;6'077.15;0.00;0.00;6'077.15;CHF;6'077.15;0.00;CHF
09-10-2008 14:00:36;15751825;Fx-Belastung Comp.;;;;1.0;5'413.70;0.00;0.00;-5'413.70;USD;-5'413.70;455.27;USD
08-10-2008 09:01:26;15707920;Kauf;UBSN;UBS N;CH0024899483;330.0;18.30;41.90;0.00;-6'080.90;CHF;-6'080.90;-6'077.15;CHF
11-09-2008 16:16:01;00000000;Dividende;WYN;WYNDHAM DESTINATIONS ORD;US98310W1080;1.0;5.60;0.00;0.00;5.60;USD;5.60;5'868.97;USD
01-07-2008 18:15:19;00000000;Zins;;;;1.0;0.13;0.00;0.00;0.13;EUR;0.13;132.48;EUR
01-07-2008 18:15:19;00000000;Zins;;;;1.0;0.48;0.00;0.00;0.48;USD;0.48;5'863.37;USD
01-07-2008 18:15:19;00000000;Zins;;;;1.0;3.75;0.00;0.00;3.75;CHF;3.75;3.75;CHF
01-07-2008 14:05:23;14647993;Fx-Gutschrift Comp.;;;;1.0;31.95;0.00;0.00;31.95;CHF;31.95;0.00;CHF
01-07-2008 14:05:23;14647993;Fx-Belastung Comp.;;;;1.0;31.64;0.00;0.00;-31.64;USD;-31.64;5'862.89;USD
30-06-2008 18:04:00;00000000;Depotgebühren;;;;1.0;31.95;0.00;0.00;-31.95;CHF;-31.95;-31.95;CHF
24-06-2008 03:04:54;00000000;Titelausgang;IOM;IOMEGA ORD;US4620303051;1500.0;3.85;0.00;0.00;-;;-;0.00;
24-06-2008 02:44:36;00000000;Einzahlung;;;;1.0;5'775.00;0.00;0.00;5'775.00;USD;5'775.00;5'894.53;USD
12-06-2008 16:30:18;00000000;Dividende;WYN;WYNDHAM DESTINATIONS ORD;US98310W1080;1.0;5.60;0.00;0.00;5.60;USD;5.60;119.53;USD
02-06-2008 18:13:28;00000000;Dividende;CSH;CENIT ORD;DE0005407100;1.0;98.62;0.00;0.00;98.62;EUR;98.62;132.35;EUR
19-05-2008 21:17:47;14233745;Kauf;MXWL;MAXWELL TECHNOLOGIES ORD;US5777671067;100.0;12.80;16.92;0.00;-1'296.92;USD;-1'296.92;113.93;USD
19-05-2008 21:17:47;14233745;Kauf;MXWL;MAXWELL TECHNOLOGIES ORD;US5777671067;690.0;12.80;49.10;0.00;-8'881.10;USD;-8'881.10;1'410.85;USD
19-05-2008 21:13:35;14233720;Forex-Gutschrift;;;;1.0;10'227.76;0.00;0.00;10'227.76;USD;10'227.76;10'291.95;USD
19-05-2008 21:13:35;14233720;Forex-Belastung;;;;1.0;10'851.65;0.00;0.00;-10'851.65;CHF;-10'851.65;0.00;CHF
22-04-2008 09:07:52;00000000;Einzahlung;;;;1.0;10'000.00;0.00;0.00;10'000.00;CHF;10'000.00;10'851.65;CHF
13-03-2008 11:17:12;00000000;Dividende;WYN;WYNDHAM DESTINATIONS ORD;US98310W1080;1.0;5.60;0.00;0.00;5.60;USD;5.60;64.19;USD
29-02-2008 11:43:03;00000000;Dividende;NOVN;NOVARTIS N;CH0012005267;1.0;187.20;0.00;0.00;187.20;CHF;187.20;851.65;CHF
01-01-2008 11:18:06;00000000;Zins;;;;1.0;0.66;0.00;0.00;0.66;EUR;0.66;33.73;EUR
01-01-2008 11:18:06;00000000;Zins;;;;1.0;1.89;0.00;0.00;1.89;USD;1.89;58.59;USD
01-01-2008 11:18:06;00000000;Zins;;;;1.0;2.25;0.00;0.00;2.25;CHF;2.25;664.45;CHF
31-12-2007 14:19:15;00000000;Depotgebühren;;;;1.0;36.35;0.00;0.00;-36.35;CHF;-36.35;662.20;CHF
14-12-2007 17:01:52;00000000;Dividende;UBS-CHEqFdEne;UBS (CH) Equity Fund - Energy P;CH0000584505;1.0;45.50;0.00;0.00;45.50;USD;45.50;56.70;USD
04-12-2007 16:59:37;00000000;Dividende;WYN;WYNDHAM DESTINATIONS ORD;US98310W1080;1.0;5.60;0.00;0.00;5.60;USD;5.60;11.20;USD
21-09-2007 15:14:02;00000000;Dividende;UBS-CHEqFdEasEu;UBS (CH) Equity Fund - Eastern Europe P;CH0006893843;1.0;33.07;0.00;0.00;33.07;EUR;33.07;33.07;EUR
20-09-2007 16:58:34;00000000;Dividende (Storniert);UBS-CHEqFdEasEu;UBS (CH) Equity Fund - Eastern Europe P;CH0006893843;1.0;33.07;0.00;0.00;33.07;EUR;33.07;0.00;EUR
07-09-2007 12:50:18;00000000;Storno (Dividende);UBS-CHEqFdEasEu;UBS (CH) Equity Fund - Eastern Europe P;CH0006893843;1.0;33.07;0.00;0.00;-33.07;EUR;-33.07;-33.07;EUR
04-09-2007 14:25:01;00000000;Dividende;WYN;WYNDHAM DESTINATIONS ORD;US98310W1080;1.0;5.60;0.00;0.00;5.60;USD;5.60;5.60;USD
01-08-2007 14:00:38;11100545;Fx-Gutschrift Comp.;;;;1.0;17'794.92;0.00;0.00;17'794.92;USD;17'794.92;0.00;USD
01-08-2007 14:00:38;11100545;Fx-Belastung Comp.;;;;1.0;21'541.65;0.00;0.00;-21'541.65;CHF;-21'541.65;698.55;CHF
01-08-2007 14:00:38;11100544;Fx-Gutschrift Comp.;;;;1.0;5'243.57;0.00;0.00;5'243.57;EUR;5'243.57;0.00;EUR
01-08-2007 14:00:38;11100544;Fx-Belastung Comp.;;;;1.0;8'655.30;0.00;0.00;-8'655.30;CHF;-8'655.30;22'240.20;CHF
31-07-2007 17:22:48;11087375;Kauf;WYN;WYNDHAM DESTINATIONS ORD;US98310W1080;100.0;33.83;5.07;0.00;-3'388.07;USD;-3'388.07;-17'794.92;USD
31-07-2007 17:22:47;11087375;Kauf;WYN;WYNDHAM DESTINATIONS ORD;US98310W1080;100.0;33.83;40.92;0.00;-3'423.92;USD;-3'423.92;-14'406.85;USD
31-07-2007 16:38:46;11087128;Kauf;IOM;IOMEGA ORD;US4620303051;400.0;5.40;3.24;0.00;-2'163.24;USD;-2'163.24;-10'982.93;USD
31-07-2007 16:38:46;11087128;Kauf;IOM;IOMEGA ORD;US4620303051;1100.0;5.40;44.76;0.00;-5'984.76;USD;-5'984.76;-8'819.69;USD
31-07-2007 15:30:11;11087244;Kauf;REDF;REDIFF.COM INDIA SPON ADR;US7574791007;250.0;16.02;41.86;0.00;-4'046.86;USD;-4'046.86;-2'834.93;USD
31-07-2007 10:30:58;11087340;Kauf;EMQ;EMQTEC ORD;DE000A0JL529;600.0;5.11;41.05;0.00;-3'107.05;EUR;-3'107.05;-5'243.57;EUR
31-07-2007 10:26:18;11087194;Kauf;CSH;CENIT ORD;DE0005407100;250.0;11.65;40.82;0.00;-2'953.32;EUR;-2'953.32;-2'136.52;EUR
31-07-2007 07:46:34;00000000;Einzahlung;;;;1.0;30'000.00;0.00;0.00;30'000.00;CHF;30'000.00;30'895.50;CHF
01-07-2007 11:04:21;00000000;Zins;;;;1.0;2.26;0.00;0.00;2.26;EUR;2.26;816.80;EUR
01-07-2007 11:04:21;00000000;Zins;;;;1.0;0.81;0.00;0.00;0.81;USD;0.81;1'211.93;USD
01-07-2007 11:04:21;00000000;Zins;;;;1.0;5.05;0.00;0.00;5.05;CHF;5.05;895.50;CHF
29-06-2007 17:59:50;00000000;Depotgebühren;;;;1.0;21.50;0.00;0.00;-21.50;CHF;-21.50;890.45;CHF
13-03-2007 16:31:40;00000000;Dividende;NOVN;NOVARTIS N;CH0012005267;1.0;157.95;0.00;0.00;157.95;CHF;157.95;911.95;CHF
01-02-2007 15:23:52;9043647;Kauf;UBS-CHEqFdEasEu;UBS (CH) Equity Fund - Eastern Europe P;CH0006893843;8.0;1'142.47;45.70;0.00;-9'185.46;EUR;-9'185.46;814.54;EUR
31-01-2007 13:02:17;9078966;Kauf;NOVN;NOVARTIS N;CH0012005267;41.0;71.50;17.20;0.00;-2'948.70;CHF;-2'948.70;754.00;CHF
31-01-2007 13:02:17;9078966;Kauf;NOVN;NOVARTIS N;CH0012005267;139.0;71.50;43.30;0.00;-9'981.80;CHF;-9'981.80;3'702.70;CHF
29-01-2007 19:52:57;9057917;Forex-Gutschrift;;;;1.0;10'000.00;0.00;0.00;10'000.00;EUR;10'000.00;10'000.00;EUR
29-01-2007 19:52:57;9057917;Forex-Belastung;;;;1.0;16'315.50;0.00;0.00;-16'315.50;CHF;-16'315.50;13'684.50;CHF
25-01-2007 07:39:38;00000000;Einzahlung;;;;1.0;30'000.00;0.00;0.00;30'000.00;CHF;30'000.00;30'000.00;CHF
23-01-2007 19:43:49;8992670;Forex-Belastung;;;;1.0;15'000.00;0.00;0.00;-15'000.00;CHF;-15'000.00;0.00;CHF
23-01-2007 19:43:49;8992670;Forex-Gutschrift;;;;1.0;12'000.00;0.00;0.00;12'000.00;USD;12'000.00;1'211.12;USD
23-01-2007 09:48:41;8931397;Kauf;UBS-CHEqFdEne;UBS (CH) Equity Fund - Energy P;CH0000584505;40.0;268.38;53.68;0.00;-10'788.88;USD;-10'788.88;-10'788.88;USD
17-01-2007 07:49:33;00000000;Einzahlung;;;;1.0;15'000.00;0.00;0.00;15'000.00;CHF;15'000.00;15'000.00;CHF
